policy,social_floor,seed,steps,tax_period_length,productivity,equality,gini,mean_coin,minimum_coin,coin_std,share_below_floor,floor_gap,floor_security,government_utility,mean_tax_rate
high_progressive_tax,150.0,2,120,20,338.25,0.3519003987312317,0.6480996012687683,338.25,15.0,387.4207458496094,0.5833333730697632,75.41667175292969,0.4972221851348877,168.18540954589844,0.25
social_floor_feedback,150.0,0,120,20,413.75,0.18884921073913574,0.8111507892608643,413.75,19.0,738.3282470703125,0.6666666865348816,70.41667175292969,0.5305554866790771,219.517333984375,0.30000001192092896
social_floor_feedback,150.0,1,120,20,376.6666564941406,0.1897023320198059,0.8102976679801941,376.66668701171875,17.0,653.0357055664062,0.6666666865348816,82.75,0.4483333230018616,168.87220764160156,0.30000001192092896
social_floor_feedback,150.0,2,120,20,338.25,0.3519003987312317,0.6480996012687683,338.25,15.0,387.4207458496094,0.5833333730697632,75.41667175292969,0.4972221851348877,168.18540954589844,0.30000001192092896
no_tax,200.0,0,120,20,416.4166564941406,0.17803412675857544,0.8219658732414246,416.41668701171875,15.0,758.05517578125,0.6666666865348816,106.41667175292969,0.46791666746139526,194.84829711914062,0.0
no_tax,200.0,1,120,20,377.1666564941406,0.18414819240570068,0.8158518075942993,377.16668701171875,15.0,660.3378295898438,0.6666666865348816,117.41667175292969,0.4129166603088379,155.7384033203125,0.0
no_tax,200.0,2,120,20,338.25,0.3519003987312317,0.6480996012687683,338.25,15.0,387.4207458496094,0.5833333730697632,104.58333587646484,0.47708332538604736,161.37342834472656,0.0
low_progressive_tax,200.0,0,120,20,414.0833435058594,0.17903733253479004,0.82096266746521,414.0833435058594,15.0,751.1356811523438,0.6666666865348816,106.41667175292969,0.46791666746139526,193.75650024414062,0.10000000894069672
low_progressive_tax,200.0,1,120,20,376.3333435058594,0.18455594778060913,0.8154440522193909,376.3333435058594,15.0,657.9013061523438,0.6666666865348816,117.41667175292969,0.4129166603088379,155.39430236816406,0.10000000894069672
low_progressive_tax,200.0,2,120,20,338.25,0.3519003987312317,0.6480996012687683,338.25,15.0,387.4207458496094,0.5833333730697632,104.58333587646484,0.47708332538604736,161.37342834472656,0.10000000894069672
high_progressive_tax,200.0,0,120,20,413.75,0.18643230199813843,0.8135676980018616,413.75,18.0,741.2786865234375,0.6666666865348816,104.41667175292969,0.4779166579246521,197.73802185058594,0.25
high_progressive_tax,200.0,1,120,20,377.0,0.18953466415405273,0.8104653358459473,377.0,17.0,654.008056640625,0.6666666865348816,116.08333587646484,0.4195833206176758,158.1829071044922,0.25
high_progressive_tax,200.0,2,120,20,338.25,0.3519003987312317,0.6480996012687683,338.25,15.0,387.4207458496094,0.5833333730697632,104.58333587646484,0.47708332538604736,161.37342834472656,0.25
social_floor_feedback,200.0,0,120,20,413.75,0.18884921073913574,0.8111507892608643,413.75,19.0,738.3282470703125,0.6666666865348816,103.75,0.48124998807907104,199.1171875,0.30000001192092896
social_floor_feedback,200.0,1,120,20,376.6666564941406,0.1897023320198059,0.8102976679801941,376.66668701171875,17.0,653.0357055664062,0.6666666865348816,116.08333587646484,0.4195833206176758,158.0430450439453,0.30000001192092896
social_floor_feedback,200.0,2,120,20,338.25,0.3519003987312317,0.6480996012687683,338.25,15.0,387.4207458496094,0.5833333730697632,104.58333587646484,0.47708332538604736,161.37342834472656,0.30000001192092896
